STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;10;14:09:22.146;14:09:22.146;13:52.282;832,282;N;H2                                                          ;H2      ;3:48.740;N;;N;1:31.115;J;;N;2:49.021;N;;N;4:31.738;N;;N;1:11.668;N;;N;;N;11:30.882;122;A;0;;            ;;10
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;11;14:20:59.858;14:20:59.858;11:37.712;697,712;N;H2                                                          ;H2      ;1:32.057;N;;N;1:31.456;N;;N;2:48.871;J;;N;4:32.871;N;;N;1:12.457;N;;N;;N;11:30.882;122;N;0;;            ;;11
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;12;14:32:33.057;14:32:33.057;11:33.199;693,199;J;H2                                                          ;H2      ;1:31.800;N;;N;1:31.701;N;;N;2:48.902;N;;N;4:29.199;J;;N;1:11.597;N;;N;;N;11:30.882;122;N;0;;            ;;12
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;13;14:44:47.192;14:44:47.192;12:14.135;734,135;N;H2                                                          ;H2      ;1:31.163;N;;N;1:52.195;N;;N;2:58.511;N;;N;4:31.121;N;;N;;N;;N;;N;11:30.882;122;J;0;1:51.101;            ;14:44:38.359;13p
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;14;14:58:14.109;14:58:14.109;13:26.917;806,917;N;H2                                                          ;H2      ;3:11.324;N;;N;1:33.529;N;;N;2:55.608;N;;N;4:33.503;N;;N;1:12.953;N;;N;;N;11:30.882;122;A;0;;            ;;14
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;15;15:10:06.524;15:10:06.524;11:52.415;712,415;N;H2                                                          ;H2      ;1:30.804;J;;N;1:31.395;N;;N;2:51.773;N;;N;4:43.705;N;;N;1:14.738;N;;N;;N;11:30.882;122;N;0;;            ;;15
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;16;15:22:07.108;15:22:07.108;12:00.584;720,584;N;H2                                                          ;H2      ;1:32.893;N;;N;1:33.740;N;;N;3:00.463;N;;N;4:39.702;N;;N;1:13.786;N;;N;;N;11:30.882;122;N;0;;            ;;16
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;17;15:34:07.506;15:34:07.506;12:00.398;720,398;N;H2                                                          ;H2      ;1:31.635;N;;N;1:37.709;N;;N;2:56.875;N;;N;4:40.412;N;;N;1:13.767;N;;N;;N;11:30.882;122;N;0;;            ;;17
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;18;15:46:12.532;15:46:12.532;12:05.026;725,026;N;H2                                                          ;H2      ;1:35.650;N;;N;1:34.345;N;;N;2:57.350;N;;N;4:43.690;N;;N;1:13.991;N;;N;;N;11:30.882;122;N;0;;            ;;18
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;19;15:58:30.588;15:58:30.588;12:18.056;738,056;N;H2                                                          ;H2      ;1:34.857;N;;N;1:38.643;N;;N;3:06.406;N;;N;4:43.606;N;;N;1:14.544;N;;N;;N;11:30.882;122;N;0;;            ;;19
660;Loew;1;Loewe;Dr. Romeo;Loewe;Anna;;;;;    ;;;BMW E36 318iS;20;16:11:07.850;16:11:07.850;12:37.262;757,262;N;H2                                                          ;H2      ;1:34.380;N;;N;1:37.018;N;;N;3:12.305;N;;N;4:51.355;N;;N;1:22.204;N;;N;;N;11:30.882;122;N;0;;            ;;20
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;1;12:14:23.421;12:14:23.421;9:34.942;574,942;N;CUP5                                                        ;CUP5    ;1:22.825;N;;N;1:15.605;N;;N;2:30.582;N;;N;3:31.761;J;;N;54.169;J;;N;;N;9:08.932;35;N;0;;            ;;1
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;2;12:23:52.026;12:23:52.026;9:28.605;568,605;N;CUP5                                                        ;CUP5    ;1:15.892;N;;N;1:14.449;N;;N;2:29.278;N;;N;3:33.783;N;;N;55.203;N;;N;;N;9:08.932;35;N;0;;            ;;2
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;3;12:33:07.615;12:33:07.615;9:15.589;555,589;N;CUP5                                                        ;CUP5    ;1:14.776;J;;N;1:13.242;J;;N;2:15.386;N;;N;3:37.553;N;;N;54.632;N;;N;;N;9:08.932;35;N;0;;            ;;3
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;4;12:42:29.686;12:42:29.686;9:22.071;562,071;N;CUP5                                                        ;CUP5    ;1:16.062;N;;N;1:14.037;N;;N;2:22.249;N;;N;3:34.551;N;;N;55.172;N;;N;;N;9:08.932;35;N;0;;            ;;4
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;5;12:52:45.312;12:52:45.312;10:15.626;615,626;N;CUP5                                                        ;CUP5    ;1:15.167;N;;N;1:14.067;N;;N;2:58.613;N;;N;3:52.409;N;;N;55.370;N;;N;;N;9:08.932;35;N;0;;            ;;5
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;6;13:03:23.113;13:03:23.113;10:37.801;637,801;N;CUP5                                                        ;CUP5    ;1:15.665;N;;N;1:16.759;N;;N;2:57.822;N;;N;4:11.039;N;;N;56.516;N;;N;;N;9:08.932;35;N;0;;            ;;6
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;7;13:13:28.912;13:13:28.912;10:05.799;605,799;N;CUP5                                                        ;CUP5    ;1:15.228;N;;N;1:19.118;N;;N;2:38.526;N;;N;3:47.246;N;;N;1:05.681;N;;N;;N;9:08.932;35;N;0;;            ;;7
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;8;13:23:29.035;13:23:29.035;10:00.123;600,123;N;CUP5                                                        ;CUP5    ;1:15.778;N;;N;1:18.282;N;;N;2:37.869;N;;N;3:41.518;N;;N;;N;;N;;N;9:08.932;35;J;0;2:05.897;            ;13:23:20.334;8p
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;9;13:35:11.554;13:35:11.554;11:42.519;702,519;N;CUP5                                                        ;CUP5    ;3:13.463;N;;N;1:15.558;N;;N;2:41.102;N;;N;3:36.051;N;;N;56.345;N;;N;;N;9:08.932;35;A;0;;            ;;9
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;10;13:44:50.476;13:44:50.476;9:38.922;578,922;N;CUP5                                                        ;CUP5    ;1:15.739;N;;N;1:13.320;N;;N;2:25.354;N;;N;3:50.165;N;;N;54.344;N;;N;;N;9:08.932;35;N;0;;            ;;10
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;11;13:54:16.297;13:54:16.297;9:25.821;565,821;N;CUP5                                                        ;CUP5    ;1:15.779;N;;N;1:14.791;N;;N;2:19.730;N;;N;3:40.089;N;;N;55.432;N;;N;;N;9:08.932;35;N;0;;            ;;11
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;12;14:03:40.494;14:03:40.494;9:24.197;564,197;N;CUP5                                                        ;CUP5    ;1:16.188;N;;N;1:15.970;N;;N;2:17.050;N;;N;3:39.850;N;;N;55.139;N;;N;;N;9:08.932;35;N;0;;            ;;12
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;13;14:12:54.938;14:12:54.938;9:14.444;554,444;N;CUP5                                                        ;CUP5    ;1:16.232;N;;N;1:15.663;N;;N;2:15.944;N;;N;3:31.799;N;;N;54.806;N;;N;;N;9:08.932;35;N;0;;            ;;13
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;14;14:22:08.991;14:22:08.991;9:14.053;554,053;J;CUP5                                                        ;CUP5    ;1:15.566;N;;N;1:14.131;N;;N;2:15.237;N;;N;3:33.879;N;;N;55.240;N;;N;;N;9:08.932;35;N;0;;            ;;14
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;15;14:31:23.758;14:31:23.758;9:14.767;554,767;N;CUP5                                                        ;CUP5    ;1:15.999;N;;N;1:14.796;N;;N;2:16.165;N;;N;3:32.734;N;;N;55.073;N;;N;;N;9:08.932;35;N;0;;            ;;15
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;16;14:41:15.124;14:41:15.124;9:51.366;591,366;N;CUP5                                                        ;CUP5    ;1:15.461;N;;N;1:41.223;N;;N;2:18.449;N;;N;3:33.792;N;;N;;N;;N;;N;9:08.932;35;J;0;2:02.890;            ;14:41:06.641;16p
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;17;14:52:22.705;14:52:22.705;11:07.581;667,581;N;CUP5                                                        ;CUP5    ;3:08.899;N;;N;1:13.738;N;;N;2:15.742;N;;N;3:34.141;N;;N;55.061;N;;N;;N;9:08.932;35;A;0;;            ;;17
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;18;15:01:39.478;15:01:39.478;9:16.773;556,773;N;CUP5                                                        ;CUP5    ;1:15.174;N;;N;1:14.127;N;;N;2:17.111;N;;N;3:35.849;N;;N;54.512;N;;N;;N;9:08.932;35;N;0;;            ;;18
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;19;15:10:57.789;15:10:57.789;9:18.311;558,311;N;CUP5                                                        ;CUP5    ;1:15.206;N;;N;1:14.929;N;;N;2:14.984;J;;N;3:37.709;N;;N;55.483;N;;N;;N;9:08.932;35;N;0;;            ;;19
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;20;15:20:17.230;15:20:17.230;9:19.441;559,441;N;CUP5                                                        ;CUP5    ;1:15.727;N;;N;1:17.893;N;;N;2:16.057;N;;N;3:35.314;N;;N;54.450;N;;N;;N;9:08.932;35;N;0;;            ;;20
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;21;15:29:53.939;15:29:53.939;9:36.709;576,709;N;CUP5                                                        ;CUP5    ;1:15.678;N;;N;1:14.188;N;;N;2:17.214;N;;N;3:47.012;N;;N;;N;;N;;N;9:08.932;35;J;0;00.000;            ;00.000;21p
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;22;15:39:48.633;15:39:48.633;9:54.694;594,694;N;CUP5                                                        ;CUP5    ;1:55.634;N;;N;1:14.710;N;;N;2:16.290;N;;N;3:32.961;N;;N;55.099;N;;N;;N;9:08.932;35;A;0;;            ;;22
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;23;15:49:03.442;15:49:03.442;9:14.809;554,809;N;CUP5                                                        ;CUP5    ;1:15.553;N;;N;1:14.168;N;;N;2:16.263;N;;N;3:33.868;N;;N;54.957;N;;N;;N;9:08.932;35;N;0;;            ;;23
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;24;15:58:29.330;15:58:29.330;9:25.888;565,888;N;CUP5                                                        ;CUP5    ;1:16.116;N;;N;1:14.338;N;;N;2:16.110;N;;N;3:44.538;N;;N;54.786;N;;N;;N;9:08.932;35;N;0;;            ;;24
666;Jäge;1;Jäger;Thomas;Adams;Rudi;;;;;    ;Team Scheid - Honert Motorsport;;BMW M235i Racing Cup;25;16:07:56.250;16:07:56.250;9:26.920;566,920;N;CUP5                                                        ;CUP5    ;1:17.092;N;;N;1:14.315;N;;N;2:18.979;N;;N;3:40.526;N;;N;56.008;N;;N;;N;9:08.932;35;N;0;;            ;;25
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;1;12:14:57.379;12:14:57.379;10:08.900;608,900;N;CUP5                                                        ;CUP5    ;1:27.912;N;;N;1:18.992;N;;N;2:41.569;N;;N;3:42.949;N;;N;57.478;N;;N;;N;9:24.844;129;N;0;;            ;;1
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;2;12:24:48.182;12:24:48.182;9:50.803;590,803;N;CUP5                                                        ;CUP5    ;1:18.429;N;;N;1:17.492;N;;N;2:37.703;N;;N;3:40.881;N;;N;56.298;N;;N;;N;9:24.844;129;N;0;;            ;;2
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;3;12:34:29.383;12:34:29.383;9:41.201;581,201;N;CUP5                                                        ;CUP5    ;1:18.376;N;;N;1:16.445;N;;N;2:26.269;N;;N;3:43.533;N;;N;56.578;N;;N;;N;9:24.844;129;N;0;;            ;;3
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;4;12:44:15.255;12:44:15.255;9:45.872;585,872;N;CUP5                                                        ;CUP5    ;1:17.993;N;;N;1:18.420;N;;N;2:30.519;N;;N;3:42.443;N;;N;56.497;N;;N;;N;9:24.844;129;N;0;;            ;;4
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;5;12:54:55.874;12:54:55.874;10:40.619;640,619;N;CUP5                                                        ;CUP5    ;1:18.455;N;;N;1:16.688;N;;N;3:07.972;N;;N;4:00.413;N;;N;57.091;N;;N;;N;9:24.844;129;N;0;;            ;;5
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;6;13:06:17.332;13:06:17.332;11:21.458;681,458;N;CUP5                                                        ;CUP5    ;1:18.537;N;;N;1:17.918;N;;N;3:09.196;N;;N;4:32.397;N;;N;1:03.410;N;;N;;N;9:24.844;129;N;0;;            ;;6
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;7;13:16:59.925;13:16:59.925;10:42.593;642,593;N;CUP5                                                        ;CUP5    ;1:21.141;N;;N;1:29.237;N;;N;2:46.285;N;;N;3:53.428;N;;N;;N;;N;;N;9:24.844;129;J;0;1:57.159;            ;13:16:51.133;7p
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;8;13:28:55.035;13:28:55.035;11:55.110;715,110;N;CUP5                                                        ;CUP5    ;3:06.041;N;;N;1:17.447;N;;N;2:43.755;N;;N;3:49.674;N;;N;58.193;N;;N;;N;9:24.844;129;A;0;;            ;;8
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;9;13:38:53.474;13:38:53.474;9:58.439;598,439;N;CUP5                                                        ;CUP5    ;1:17.195;N;;N;1:16.618;N;;N;2:26.676;N;;N;3:42.600;N;;N;1:15.350;N;;N;;N;9:24.844;129;N;0;;            ;;9
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;10;13:48:47.148;13:48:47.148;9:53.674;593,674;N;CUP5                                                        ;CUP5    ;1:16.965;N;;N;1:18.003;N;;N;2:32.192;N;;N;3:50.670;N;;N;55.844;N;;N;;N;9:24.844;129;N;0;;            ;;10
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;11;13:58:38.848;13:58:38.848;9:51.700;591,700;N;CUP5                                                        ;CUP5    ;1:18.016;N;;N;1:18.007;N;;N;2:25.711;N;;N;3:53.540;N;;N;56.426;N;;N;;N;9:24.844;129;N;0;;            ;;11
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;12;14:08:10.315;14:08:10.315;9:31.467;571,467;N;CUP5                                                        ;CUP5    ;1:16.899;J;;N;1:16.861;N;;N;2:22.771;N;;N;3:39.132;N;;N;55.804;J;;N;;N;9:24.844;129;N;0;;            ;;12
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;13;14:17:36.275;14:17:36.275;9:25.960;565,960;N;CUP5                                                        ;CUP5    ;1:16.931;N;;N;1:15.282;N;;N;2:18.691;N;;N;3:38.264;J;;N;56.792;N;;N;;N;9:24.844;129;N;0;;            ;;13
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;14;14:27:01.703;14:27:01.703;9:25.428;565,428;J;CUP5                                                        ;CUP5    ;1:16.915;N;;N;1:15.279;J;;N;2:18.598;J;;N;3:38.700;N;;N;55.936;N;;N;;N;9:24.844;129;N;0;;            ;;14
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;15;14:36:40.530;14:36:40.530;9:38.827;578,827;N;CUP5                                                        ;CUP5    ;1:17.287;N;;N;1:16.589;N;;N;2:19.415;N;;N;3:41.088;N;;N;;N;;N;;N;9:24.844;129;J;0;2:08.943;            ;14:36:32.754;15p
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;16;14:48:27.395;14:48:27.395;11:46.865;706,865;N;CUP5                                                        ;CUP5    ;3:21.322;N;;N;1:17.155;N;;N;2:28.766;N;;N;3:41.575;N;;N;58.047;N;;N;;N;9:24.844;129;A;0;;            ;;16
668;'Chr;1;'Christian Müller';;Winkler;Andreas;Eckl;Armin;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;17;14:58:02.969;14:58:02.969;9:35.574;575,574;N;CUP5                                                        ;CUP5    ;1:18.669;N;;N;1:17.203;N;;N;2:22.048;N;;N;3:41.048;N;;N;56.606;N;;N;;N;9:24.844;129;N;0;;            ;;17
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;1;12:14:25.582;12:14:25.582;9:37.103;577,103;N;CUP5                                                        ;CUP5    ;1:23.340;N;;N;1:15.942;N;;N;2:31.478;N;;N;3:32.098;J;;N;54.245;N;;N;;N;9:08.814;49;N;0;;            ;;1
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;2;12:23:53.250;12:23:53.250;9:27.668;567,668;N;CUP5                                                        ;CUP5    ;1:15.131;N;;N;1:14.497;N;;N;2:30.131;N;;N;3:34.281;N;;N;53.628;J;;N;;N;9:08.814;49;N;0;;            ;;2
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;3;12:33:07.879;12:33:07.879;9:14.629;554,629;J;CUP5                                                        ;CUP5    ;1:15.043;J;;N;1:13.121;J;;N;2:14.924;J;;N;3:37.228;N;;N;54.313;N;;N;;N;9:08.814;49;N;0;;            ;;3
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;4;12:42:31.007;12:42:31.007;9:23.128;563,128;N;CUP5                                                        ;CUP5    ;1:15.896;N;;N;1:14.227;N;;N;2:24.121;N;;N;3:34.775;N;;N;54.109;N;;N;;N;9:08.814;49;N;0;;            ;;4
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;5;12:52:32.137;12:52:32.137;10:01.130;601,130;N;CUP5                                                        ;CUP5    ;1:15.151;N;;N;1:14.337;N;;N;2:50.988;N;;N;3:46.129;N;;N;54.525;N;;N;;N;9:08.814;49;N;0;;            ;;5
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;6;13:02:52.041;13:02:52.041;10:19.904;619,904;N;CUP5                                                        ;CUP5    ;1:15.907;N;;N;1:15.989;N;;N;2:46.454;N;;N;4:04.541;N;;N;57.013;N;;N;;N;9:08.814;49;N;0;;            ;;6
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;7;13:12:40.865;13:12:40.865;9:48.824;588,824;N;CUP5                                                        ;CUP5    ;1:15.189;N;;N;1:18.879;N;;N;2:33.613;N;;N;3:39.640;N;;N;1:01.503;N;;N;;N;9:08.814;49;N;0;;            ;;7
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;8;13:22:29.763;13:22:29.763;9:48.898;588,898;N;CUP5                                                        ;CUP5    ;1:16.649;N;;N;1:18.301;N;;N;2:28.983;N;;N;3:38.502;N;;N;;N;;N;;N;9:08.814;49;J;0;2:11.131;            ;13:22:21.211;8p
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;9;13:34:30.105;13:34:30.105;12:00.342;720,342;N;CUP5                                                        ;CUP5    ;3:18.289;N;;N;1:16.841;N;;N;2:48.798;N;;N;3:39.574;N;;N;56.840;N;;N;;N;9:08.814;49;A;0;;            ;;9
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;10;13:44:13.806;13:44:13.806;9:43.701;583,701;N;CUP5                                                        ;CUP5    ;1:16.662;N;;N;1:15.237;N;;N;2:25.568;N;;N;3:50.630;N;;N;55.604;N;;N;;N;9:08.814;49;N;0;;            ;;10
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;11;13:53:56.868;13:53:56.868;9:43.062;583,062;N;CUP5                                                        ;CUP5    ;1:16.602;N;;N;1:16.222;N;;N;2:23.871;N;;N;3:46.581;N;;N;59.786;N;;N;;N;9:08.814;49;N;0;;            ;;11
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;12;14:03:28.028;14:03:28.028;9:31.160;571,160;N;CUP5                                                        ;CUP5    ;1:16.996;N;;N;1:16.641;N;;N;2:21.642;N;;N;3:40.371;N;;N;55.510;N;;N;;N;9:08.814;49;N;0;;            ;;12
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;13;14:12:48.137;14:12:48.137;9:20.109;560,109;N;CUP5                                                        ;CUP5    ;1:16.149;N;;N;1:14.400;N;;N;2:17.724;N;;N;3:36.567;N;;N;55.269;N;;N;;N;9:08.814;49;N;0;;            ;;13
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;14;14:22:07.922;14:22:07.922;9:19.785;559,785;N;CUP5                                                        ;CUP5    ;1:15.847;N;;N;1:14.533;N;;N;2:18.964;N;;N;3:34.034;N;;N;56.407;N;;N;;N;9:08.814;49;N;0;;            ;;14
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;15;14:31:26.901;14:31:26.901;9:18.979;558,979;N;CUP5                                                        ;CUP5    ;1:16.974;N;;N;1:16.327;N;;N;2:16.784;N;;N;3:33.654;N;;N;55.240;N;;N;;N;9:08.814;49;N;0;;            ;;15
669;Hann;1;Hannonen;Juha;Hirschi;Jonathan;Fübrich;Yannick;;;    ;Pixum Team Adrenalin Motorsport;;BMW M235i Racing Cup;16;14:41:20.039;14:41:20.039;9:53.138;593,138;N;CUP5                                                        ;CUP5    ;1:16.543;N;;N;1:41.292;N;;N;2:19.450;N;;N;3:32.962;N;;N;;N;;N;;N;9:08.814;49;J;0;2:11.453;            ;14:41:11.650;16p
