STNR;KUERZEL;FAHRER_NR;FAHRER1_NAME;FAHRER1_VORNAME;FAHRER2_NAME;FAHRER2_VORNAME;FAHRER3_NAME;FAHRER3_VORNAME;FAHRER4_NAME;FAHRER4_VORNAME;NATION;BEWERBER;TEAM;FAHRZEUG;RUNDE_NR;DURCHGANGSZEIT;TAGESZEIT;RUNDENZEIT;RUNDENZEIT_IN_SEKUNDEN;DIESCHNELLSTE;KLASSE;KLASSEKURZ;SEKTOR1_ZEIT;SEKTOR1_BESTE_ZEIT;SEKTOR1_KMH;SEKTOR1_BESTE_SPEED;SEKTOR2_ZEIT;SEKTOR2_BESTE_ZEIT;SEKTOR2_KMH;SEKTOR2_BESTE_SPEED;SEKTOR3_ZEIT;SEKTOR3_BESTE_ZEIT;SEKTOR3_KMH;SEKTOR3_BESTE_SPEED;SEKTOR4_ZEIT;SEKTOR4_BESTE_ZEIT;SEKTOR4_KMH;SEKTOR4_BESTE_SPEED;SEKTOR5_ZEIT;SEKTOR5_BESTE_ZEIT;SEKTOR5_KMH;SEKTOR5_BESTE_SPEED;TOPSPEED_KMH;TOPSPEED_BESTE_SPEED;SEKTOR_BESTE_SUMME;RANG;INPIT;CANCELLED;PITSTOPDURATION;BEWERBERLIZENZ;PITIN_TIME;RUNDE_NR_TEXT
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;15;14:21:35.503;14:21:35.503;9:01.618;541,618;N;CUP2                                                        ;CUP2    ;1:11.215;N;;N;1:13.817;N;;N;2:08.942;N;;N;3:27.830;N;;N;;N;;N;;N;8:32.916;29;J;0;2:03.755;            ;14:21:26.923;15p
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;16;14:32:33.507;14:32:33.507;10:58.004;658,004;N;CUP2                                                        ;CUP2    ;3:05.745;N;;N;1:12.965;N;;N;2:13.722;N;;N;3:32.849;N;;N;52.723;N;;N;;N;8:32.916;29;A;0;;            ;;16
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;17;14:42:11.334;14:42:11.334;9:37.827;577,827;N;CUP2                                                        ;CUP2    ;1:12.398;N;;N;1:47.106;N;;N;2:17.766;N;;N;3:28.067;N;;N;52.490;N;;N;;N;8:32.916;29;N;0;;            ;;17
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;18;14:51:11.202;14:51:11.202;8:59.868;539,868;N;CUP2                                                        ;CUP2    ;1:12.883;N;;N;1:12.937;N;;N;2:12.978;N;;N;3:28.831;N;;N;52.239;N;;N;;N;8:32.916;29;N;0;;            ;;18
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;19;15:00:08.817;15:00:08.817;8:57.615;537,615;N;CUP2                                                        ;CUP2    ;1:12.704;N;;N;1:13.637;N;;N;2:11.308;N;;N;3:26.152;N;;N;53.814;N;;N;;N;8:32.916;29;N;0;;            ;;19
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;20;15:09:17.948;15:09:17.948;9:09.131;549,131;N;CUP2                                                        ;CUP2    ;1:11.312;N;;N;1:14.053;N;;N;2:20.305;N;;N;3:30.037;N;;N;53.424;N;;N;;N;8:32.916;29;N;0;;            ;;20
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;21;15:18:15.327;15:18:15.327;8:57.379;537,379;N;CUP2                                                        ;CUP2    ;1:12.254;N;;N;1:12.363;N;;N;2:13.168;N;;N;3:27.517;N;;N;52.077;N;;N;;N;8:32.916;29;N;0;;            ;;21
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;22;15:27:14.462;15:27:14.462;8:59.135;539,135;N;CUP2                                                        ;CUP2    ;1:12.266;N;;N;1:12.752;N;;N;2:12.902;N;;N;3:28.894;N;;N;52.321;N;;N;;N;8:32.916;29;N;0;;            ;;22
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;23;15:36:25.645;15:36:25.645;9:11.183;551,183;N;CUP2                                                        ;CUP2    ;1:12.094;N;;N;1:13.247;N;;N;2:12.160;N;;N;3:32.535;N;;N;;N;;N;;N;8:32.916;29;J;0;1:33.713;            ;15:36:17.639;23p
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;24;15:46:29.239;15:46:29.239;10:03.594;603,594;N;CUP2                                                        ;CUP2    ;2:35.305;N;;N;1:09.849;N;;N;2:08.833;N;;N;3:18.550;N;;N;51.057;N;;N;;N;8:32.916;29;A;0;;            ;;24
101;Shof;1;Shoffner;John;Hill;Janine;Klasen;Arno;;;    ;GIGASPEED Team GetSpeed Performance;;Porsche 911 GT3 Cup;25;15:55:20.933;15:55:20.933;8:51.694;531,694;N;CUP2                                                        ;CUP2    ;1:11.959;N;;N;1:09.209;N;;N;2:08.388;J;;N;3:17.320;N;;N;;N;;N;;N;8:32.916;29;J;0;00.000;            ;00.000;25p
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;1;12:08:56.477;12:08:56.477;8:54.889;534,889;N;CUP2                                                        ;CUP2    ;;N;;N;;N;;N;;N;;N;;N;;N;50.402;N;;N;;N;8:34.922;111;A;0;;            ;;1
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;2;12:17:48.632;12:17:48.632;8:52.155;532,155;N;CUP2                                                        ;CUP2    ;1:10.120;J;;N;1:11.951;N;;N;2:24.900;N;;N;3:15.016;J;;N;50.168;J;;N;;N;8:34.922;111;N;0;;            ;;2
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;3;12:26:40.809;12:26:40.809;8:52.177;532,177;N;CUP2                                                        ;CUP2    ;1:10.445;N;;N;1:10.440;N;;N;2:22.430;N;;N;3:18.409;N;;N;50.453;N;;N;;N;8:34.922;111;N;0;;            ;;3
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;4;12:35:26.390;12:35:26.390;8:45.581;525,581;J;CUP2                                                        ;CUP2    ;1:10.729;N;;N;1:09.299;J;;N;2:14.775;N;;N;3:20.113;N;;N;50.665;N;;N;;N;8:34.922;111;N;0;;            ;;4
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;5;12:44:28.525;12:44:28.525;9:02.135;542,135;N;CUP2                                                        ;CUP2    ;1:10.345;N;;N;1:11.245;N;;N;2:21.315;N;;N;3:27.999;N;;N;51.231;N;;N;;N;8:34.922;111;N;0;;            ;;5
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;6;12:55:06.746;12:55:06.746;10:38.221;638,221;N;CUP2                                                        ;CUP2    ;1:10.898;N;;N;1:10.513;N;;N;3:26.274;N;;N;3:49.432;N;;N;;N;;N;;N;8:34.922;111;J;0;2:22.956;            ;12:54:58.474;6p
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;7;13:07:43.847;13:07:43.847;12:37.101;757,101;N;CUP2                                                        ;CUP2    ;3:27.223;N;;N;1:13.759;N;;N;2:48.369;N;;N;3:56.408;N;;N;;N;;N;;N;8:34.922;111;J;0;2:08.888;            ;13:07:35.453;7p
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;8;13:20:27.609;13:20:27.609;12:43.762;763,762;N;CUP2                                                        ;CUP2    ;3:15.038;N;;N;1:51.427;N;;N;2:33.786;N;;N;3:56.064;N;;N;;N;;N;;N;8:34.922;111;J;0;1:19.821;            ;13:20:17.581;8p
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;9;13:31:18.829;13:31:18.829;10:51.220;651,220;N;CUP2                                                        ;CUP2    ;2:21.427;N;;N;1:14.722;N;;N;2:43.880;N;;N;3:37.618;N;;N;53.573;N;;N;;N;8:34.922;111;A;0;;            ;;9
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;10;13:41:00.440;13:41:00.440;9:41.611;581,611;N;CUP2                                                        ;CUP2    ;1:12.434;N;;N;1:13.340;N;;N;2:21.249;N;;N;3:39.420;N;;N;1:15.168;N;;N;;N;8:34.922;111;N;0;;            ;;10
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;11;13:50:23.193;13:50:23.193;9:22.753;562,753;N;CUP2                                                        ;CUP2    ;1:12.436;N;;N;1:16.622;N;;N;2:26.214;N;;N;3:34.682;N;;N;52.799;N;;N;;N;8:34.922;111;N;0;;            ;;11
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;12;13:59:41.158;13:59:41.158;9:17.965;557,965;N;CUP2                                                        ;CUP2    ;1:12.684;N;;N;1:13.336;N;;N;2:12.954;N;;N;3:47.067;N;;N;51.924;N;;N;;N;8:34.922;111;N;0;;            ;;12
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;13;14:08:38.192;14:08:38.192;8:57.034;537,034;N;CUP2                                                        ;CUP2    ;1:13.589;N;;N;1:13.712;N;;N;2:10.763;N;;N;3:26.707;N;;N;52.263;N;;N;;N;8:34.922;111;N;0;;            ;;13
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;14;14:17:26.891;14:17:26.891;8:48.699;528,699;N;CUP2                                                        ;CUP2    ;1:11.119;N;;N;1:12.076;N;;N;2:10.444;N;;N;3:22.962;N;;N;52.098;N;;N;;N;8:34.922;111;N;0;;            ;;14
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;15;14:26:18.529;14:26:18.529;8:51.638;531,638;N;CUP2                                                        ;CUP2    ;1:11.690;N;;N;1:11.016;N;;N;2:12.920;N;;N;3:24.395;N;;N;51.617;N;;N;;N;8:34.922;111;N;0;;            ;;15
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;16;14:35:17.235;14:35:17.235;8:58.706;538,706;N;CUP2                                                        ;CUP2    ;1:11.615;N;;N;1:12.650;N;;N;2:10.319;J;;N;3:23.916;N;;N;;N;;N;;N;8:34.922;111;J;0;2:35.263;            ;14:35:08.728;16p
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;17;14:47:47.725;14:47:47.725;12:30.490;750,490;N;CUP2                                                        ;CUP2    ;3:45.585;N;;N;1:21.994;N;;N;2:32.768;N;;N;3:52.612;N;;N;57.531;N;;N;;N;8:34.922;111;A;0;;            ;;17
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;18;14:57:33.357;14:57:33.357;9:45.632;585,632;N;CUP2                                                        ;CUP2    ;1:16.107;N;;N;1:19.092;N;;N;2:22.253;N;;N;3:52.598;N;;N;55.582;N;;N;;N;8:34.922;111;N;0;;            ;;18
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;19;15:07:12.088;15:07:12.088;9:38.731;578,731;N;CUP2                                                        ;CUP2    ;1:17.052;N;;N;1:19.630;N;;N;2:21.279;N;;N;3:46.590;N;;N;54.180;N;;N;;N;8:34.922;111;N;0;;            ;;19
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;20;15:16:55.424;15:16:55.424;9:43.336;583,336;N;CUP2                                                        ;CUP2    ;1:14.815;N;;N;1:16.396;N;;N;2:17.404;N;;N;4:01.243;N;;N;53.478;N;;N;;N;8:34.922;111;N;0;;            ;;20
103;Kolb;1;Kolb;Vincent;Neuffer;Philipp;Masera;Teofilo;;;    ;;;Porsche 911 GT3 Cup;21;15:33:29.360;15:33:29.360;16:33.936;993,936;N;CUP2                                                        ;CUP2    ;1:14.810;N;;N;1:44.815;N;;N;4:01.711;N;;N;7:06.574;N;;N;;N;;N;;N;8:34.922;111;J;0;00.000;            ;00.000;21p
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;1;12:09:38.238;12:09:38.238;9:36.650;576,650;N;CUP2                                                        ;CUP2    ;;N;;N;;N;;N;;N;;N;;N;;N;52.895;N;;N;;N;8:44.267;51;A;0;;            ;;1
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;2;12:19:14.372;12:19:14.372;9:36.134;576,134;N;CUP2                                                        ;CUP2    ;1:11.550;J;;N;1:20.638;N;;N;2:37.947;N;;N;3:33.032;N;;N;52.967;N;;N;;N;8:44.267;51;N;0;;            ;;2
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;3;12:28:45.821;12:28:45.821;9:31.449;571,449;N;CUP2                                                        ;CUP2    ;1:12.236;N;;N;1:17.382;N;;N;2:36.013;N;;N;3:30.731;N;;N;55.087;N;;N;;N;8:44.267;51;N;0;;            ;;3
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;4;12:38:08.095;12:38:08.095;9:22.274;562,274;N;CUP2                                                        ;CUP2    ;1:12.212;N;;N;1:13.204;N;;N;2:35.056;N;;N;3:29.319;N;;N;52.483;N;;N;;N;8:44.267;51;N;0;;            ;;4
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;5;12:48:12.847;12:48:12.847;10:04.752;604,752;N;CUP2                                                        ;CUP2    ;1:11.707;N;;N;1:13.512;N;;N;2:49.585;N;;N;3:56.820;N;;N;53.128;N;;N;;N;8:44.267;51;N;0;;            ;;5
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;6;12:59:21.795;12:59:21.795;11:08.948;668,948;N;CUP2                                                        ;CUP2    ;1:12.582;N;;N;1:15.599;N;;N;3:13.650;N;;N;4:19.392;N;;N;;N;;N;;N;8:44.267;51;J;0;2:30.940;            ;12:59:14.305;6p
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;7;13:12:35.746;13:12:35.746;13:13.951;793,951;N;CUP2                                                        ;CUP2    ;3:45.168;N;;N;1:27.528;N;;N;2:46.419;N;;N;4:10.220;N;;N;1:04.616;N;;N;;N;8:44.267;51;A;0;;            ;;7
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;8;13:23:30.475;13:23:30.475;10:54.729;654,729;N;CUP2                                                        ;CUP2    ;1:23.032;N;;N;1:29.201;N;;N;2:47.608;N;;N;4:14.230;N;;N;1:00.658;N;;N;;N;8:44.267;51;N;0;;            ;;8
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;9;13:34:42.587;13:34:42.587;11:12.112;672,112;N;CUP2                                                        ;CUP2    ;1:21.838;N;;N;1:25.594;N;;N;3:02.372;N;;N;4:12.373;N;;N;;N;;N;;N;8:44.267;51;J;0;2:08.730;            ;13:34:34.248;9p
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;10;13:45:59.062;13:45:59.062;11:16.475;676,475;N;CUP2                                                        ;CUP2    ;3:13.025;N;;N;1:11.480;N;;N;2:25.249;N;;N;3:34.249;N;;N;52.472;N;;N;;N;8:44.267;51;A;0;;            ;;10
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;11;13:55:05.237;13:55:05.237;9:06.175;546,175;N;CUP2                                                        ;CUP2    ;1:13.042;N;;N;1:13.559;N;;N;2:12.953;N;;N;3:34.052;N;;N;52.569;N;;N;;N;8:44.267;51;N;0;;            ;;11
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;12;14:03:55.798;14:03:55.798;8:50.561;530,561;N;CUP2                                                        ;CUP2    ;1:12.877;N;;N;1:12.076;N;;N;2:11.619;N;;N;3:22.178;J;;N;51.811;N;;N;;N;8:44.267;51;N;0;;            ;;12
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;13;14:12:44.205;14:12:44.205;8:48.407;528,407;N;CUP2                                                        ;CUP2    ;1:12.435;N;;N;1:10.726;J;;N;2:09.121;N;;N;3:23.877;N;;N;52.248;N;;N;;N;8:44.267;51;N;0;;            ;;13
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;14;14:21:32.363;14:21:32.363;8:48.158;528,158;N;CUP2                                                        ;CUP2    ;1:11.809;N;;N;1:11.255;N;;N;2:09.545;N;;N;3:23.617;N;;N;51.932;N;;N;;N;8:44.267;51;N;0;;            ;;14
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;15;14:30:19.562;14:30:19.562;8:47.199;527,199;J;CUP2                                                        ;CUP2    ;1:11.804;N;;N;1:12.355;N;;N;2:08.593;J;;N;3:22.640;N;;N;51.807;N;;N;;N;8:44.267;51;N;0;;            ;;15
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;16;14:39:43.670;14:39:43.670;9:24.108;564,108;N;CUP2                                                        ;CUP2    ;1:14.025;N;;N;1:36.211;N;;N;2:12.025;N;;N;3:30.627;N;;N;51.220;J;;N;;N;8:44.267;51;N;0;;            ;;16
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;17;14:48:46.078;14:48:46.078;9:02.408;542,408;N;CUP2                                                        ;CUP2    ;1:12.557;N;;N;1:11.653;N;;N;2:12.261;N;;N;3:22.830;N;;N;;N;;N;;N;8:44.267;51;J;0;2:34.686;            ;14:48:37.125;17p
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;18;15:01:14.809;15:01:14.809;12:28.731;748,731;N;CUP2                                                        ;CUP2    ;3:48.262;N;;N;1:21.609;N;;N;2:27.518;N;;N;3:55.261;N;;N;56.081;N;;N;;N;8:44.267;51;A;0;;            ;;18
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;19;15:11:03.022;15:11:03.022;9:48.213;588,213;N;CUP2                                                        ;CUP2    ;1:17.150;N;;N;1:19.387;N;;N;2:23.951;N;;N;3:51.398;N;;N;56.327;N;;N;;N;8:44.267;51;N;0;;            ;;19
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;20;15:20:57.662;15:20:57.662;9:54.640;594,640;N;CUP2                                                        ;CUP2    ;1:17.426;N;;N;1:20.226;N;;N;2:27.291;N;;N;3:54.134;N;;N;55.563;N;;N;;N;8:44.267;51;N;0;;            ;;20
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;21;15:30:48.093;15:30:48.093;9:50.431;590,431;N;CUP2                                                        ;CUP2    ;1:15.378;N;;N;1:17.248;N;;N;2:19.553;N;;N;4:02.006;N;;N;56.246;N;;N;;N;8:44.267;51;N;0;;            ;;21
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;22;15:40:25.625;15:40:25.625;9:37.532;577,532;N;CUP2                                                        ;CUP2    ;1:16.200;N;;N;1:20.655;N;;N;2:20.457;N;;N;3:44.986;N;;N;55.234;N;;N;;N;8:44.267;51;N;0;;            ;;22
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;23;15:49:58.433;15:49:58.433;9:32.808;572,808;N;CUP2                                                        ;CUP2    ;1:16.118;N;;N;1:18.229;N;;N;2:20.634;N;;N;3:43.159;N;;N;54.668;N;;N;;N;8:44.267;51;N;0;;            ;;23
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;24;15:59:49.537;15:59:49.537;9:51.104;591,104;N;CUP2                                                        ;CUP2    ;1:15.976;N;;N;1:17.784;N;;N;2:24.229;N;;N;3:58.488;N;;N;54.627;N;;N;;N;8:44.267;51;N;0;;            ;;24
105;Rocc;1;Rocco Di Torrepadula;Lorenzo;Kolb;Uwe;Denat;Didier;;;    ;;;Porsche 911 GT3 Cup;25;16:09:39.217;16:09:39.217;9:49.680;589,680;N;CUP2                                                        ;CUP2    ;1:16.669;N;;N;1:17.761;N;;N;2:22.353;N;;N;3:55.612;N;;N;57.285;N;;N;;N;8:44.267;51;N;0;;            ;;25
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;1;12:09:27.141;12:09:27.141;9:25.553;565,553;N;CUP2                                                        ;CUP2    ;;N;;N;;N;;N;;N;;N;;N;;N;51.223;J;;N;;N;8:41.560;119;N;0;;            ;;1
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;2;12:18:33.208;12:18:33.208;9:06.067;546,067;N;CUP2                                                        ;CUP2    ;1:11.069;J;;N;1:17.354;N;;N;2:26.223;N;;N;3:19.838;J;;N;51.583;N;;N;;N;8:41.560;119;N;0;;            ;;2
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;3;12:27:34.782;12:27:34.782;9:01.574;541,574;N;CUP2                                                        ;CUP2    ;1:11.493;N;;N;1:12.085;N;;N;2:25.882;N;;N;3:20.717;N;;N;51.397;N;;N;;N;8:41.560;119;N;0;;            ;;3
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;4;12:36:47.524;12:36:47.524;9:12.742;552,742;N;CUP2                                                        ;CUP2    ;1:11.932;N;;N;1:10.591;N;;N;2:37.039;N;;N;3:21.096;N;;N;52.084;N;;N;;N;8:41.560;119;N;0;;            ;;4
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;5;12:47:59.044;12:47:59.044;11:11.520;671,520;N;CUP2                                                        ;CUP2    ;1:11.419;N;;N;1:12.441;N;;N;4:13.110;N;;N;3:41.071;N;;N;53.479;N;;N;;N;8:41.560;119;N;0;;            ;;5
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;6;12:58:10.454;12:58:10.454;10:11.410;611,410;N;CUP2                                                        ;CUP2    ;1:13.917;N;;N;1:12.617;N;;N;2:57.869;N;;N;3:54.506;N;;N;52.501;N;;N;;N;8:41.560;119;N;0;;            ;;6
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;7;13:08:08.667;13:08:08.667;9:58.213;598,213;N;CUP2                                                        ;CUP2    ;1:12.991;N;;N;1:14.897;N;;N;2:43.006;N;;N;3:45.056;N;;N;1:02.263;N;;N;;N;8:41.560;119;N;0;;            ;;7
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;8;13:18:24.657;13:18:24.657;10:15.990;615,990;N;CUP2                                                        ;CUP2    ;1:14.956;N;;N;1:39.919;N;;N;2:35.286;N;;N;3:35.833;N;;N;;N;;N;;N;8:41.560;119;J;0;2:35.856;            ;13:18:16.143;8p
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;9;13:30:24.762;13:30:24.762;12:00.105;720,105;N;CUP2                                                        ;CUP2    ;3:40.508;N;;N;1:16.716;N;;N;2:33.679;N;;N;3:32.882;N;;N;56.320;N;;N;;N;8:41.560;119;A;0;;            ;;9
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;10;13:39:31.404;13:39:31.404;9:06.642;546,642;N;CUP2                                                        ;CUP2    ;1:13.107;N;;N;1:11.945;N;;N;2:17.410;N;;N;3:29.143;N;;N;55.037;N;;N;;N;8:41.560;119;N;0;;            ;;10
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;11;13:48:59.259;13:48:59.259;9:27.855;567,855;N;CUP2                                                        ;CUP2    ;1:18.496;N;;N;1:11.984;N;;N;2:26.354;N;;N;3:38.699;N;;N;52.322;N;;N;;N;8:41.560;119;N;0;;            ;;11
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;12;13:59:39.954;13:59:39.954;10:40.695;640,695;N;CUP2                                                        ;CUP2    ;1:13.181;N;;N;1:13.095;N;;N;2:15.927;N;;N;5:03.496;N;;N;54.996;N;;N;;N;8:41.560;119;N;0;;            ;;12
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;13;14:08:38.764;14:08:38.764;8:58.810;538,810;N;CUP2                                                        ;CUP2    ;1:14.550;N;;N;1:13.234;N;;N;2:10.562;N;;N;3:27.897;N;;N;52.567;N;;N;;N;8:41.560;119;N;0;;            ;;13
111;Moor;1;Moore;Willie;Cameron;Bill;;;;;    ;Willie Moore;;Porsche 911 GT3 Cup;14;14:17:26.577;14:17:26.577;8:47.813;527,813;J;CUP2                                                        ;CUP2    ;1:11.955;N;;N;1:11.441;N;;N;2:09.867;N;;N;3:22.904;N;;N;51.646;N;;N;;N;8:41.560;119;N;0;;            ;;14
